country_name,country_code,indicator_status,year,financial_normalized_final,financial_rank
Turkmenistan,TKM,"GDP: Growing Economy",2015,0.14085267,228
"Congo, Dem. Rep.",COD,"GDP: Growing Economy",2015,0.14052887,229
Tajikistan,TJK,"GDP: Growing Economy",2015,0.13974250,230
Monaco,MCO,"GDP: Growing Economy",2015,0.13717524,231
Cuba,CUB,"GDP: Growing Economy",2015,0.13608820,232
"Micronesia, Fed. Sts.",FSM,"GDP: Growing Economy",2015,0.13606507,233
Aruba,ABW,"GDP: Growing Economy",2015,0.13416853,234
Nauru,NRU,"GDP: Growing Economy",2015,0.13372909,235
Sudan,SDN,"GDP: Growing Economy",2015,0.13023668,236
"Marshall Islands",MHL,"GDP: Growing Economy",2015,0.13019042,237
"French Polynesia",PYF,"GDP: Growing Economy",2015,0.12998227,238
Zimbabwe,ZWE,"GDP: Growing Economy",2015,0.12993601,239
Andorra,AND,"GDP: Growing Economy",2015,0.12912651,240
"Faroe Islands",FRO,"GDP: Growing Economy",2015,0.12803947,241
Bermuda,BMU,"GDP: Growing Economy",2015,0.12762316,242
Curacao,CUW,"GDP: Growing Economy",2015,0.12688305,243
"Sint Maarten (Dutch part)",SXM,"GDP: Growing Economy",2015,0.12607355,244
"Puerto Rico (US)",PRI,"GDP: Growing Economy",2015,0.12339064,245
Barbados,BRB,"GDP: Growing Economy",2015,0.12311310,246
"Venezuela, RB",VEN,"GDP: Weak Economy",2015,0.11143320,247
"Hong Kong SAR, China",HKG,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Healthy | Private Credit: Healthy",2016,0.62616596,1
Cyprus,CYP,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Healthy | Private Credit: Healthy",2016,0.58673161,2
China,CHN,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2016,0.55149884,3
Thailand,THA,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2016,0.53589054,4
"United States",USA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2016,0.53414261,5
"North America",NAC,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.53396942,6
Norway,NOR,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.52406301,7
"Korea, Rep.",KOR,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.50997977,8
Denmark,DNK,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2016,0.50875591,9
Malaysia,MYS,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Average | Private Credit: Average",2016,0.50213630,10
Japan,JPN,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2016,0.49911472,11
"East Asia & Pacific",EAS,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.48157351,12
"Post-demographic dividend",PST,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.47937716,13
"East Asia & Pacific (IDA & IBRD countries)",TEA,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.47796778,14
"East Asia & Pacific (excluding high income)",EAP,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2016,0.47790661,15
Australia,AUS,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.47250501,16
"OECD members",OED,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.46936493,17
"High income",HIC,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2016,0.46841766,18
"United Kingdom",GBR,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2016,0.45638475,19
Mauritius,MUS,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.45570123,20
Sweden,SWE,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2016,0.45295905,21
World,WLD,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2016,0.44888454,22
Iceland,ISL,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.44849750,23
"Late-demographic dividend",LTE,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2016,0.44653364,24
Fiji,FJI,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.44360002,25
Italy,ITA,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.44349081,26
Samoa,WSM,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.44078663,27
"Upper middle income",UMC,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.43382208,28
Netherlands,NLD,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.43068067,29
Spain,ESP,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.42951586,30
Portugal,PRT,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.42768370,31
Chile,CHL,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.42586143,32
Qatar,QAT,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.42561008,33
Jordan,JOR,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.42114455,34
Greece,GRC,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.41973800,35
"IBRD only",IBD,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.41481361,36
"Middle income",MIC,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.41371835,37
Luxembourg,LUX,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.41346789,38
"St. Lucia",LCA,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.41341550,39
"Low & middle income",LMY,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.41236032,40
"Bosnia and Herzegovina",BIH,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.40828436,41
Bangladesh,BGD,"Interest Rate: Normal Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.40806221,42
"IDA & IBRD total",IBT,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.40664066,43
Finland,FIN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.40579760,44
France,FRA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.40572674,45
"Costa Rica",CRI,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.40526774,46
"Other small states",OSS,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.40241016,47
"Europe & Central Asia",ECS,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.40216195,48
Bulgaria,BGR,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.40129692,49
Grenada,GRD,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.40098112,50
Montenegro,MNE,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.39896845,51
Czechia,CZE,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.39835079,52
"North Macedonia",MKD,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.39583933,53
Honduras,HND,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.39570247,54
Georgia,GEO,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.39541498,55
"European Union",EUU,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.39512754,56
Botswana,BWA,"Interest Rate: Normal Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.39078246,57
"St. Vincent and the Grenadines",VCT,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.38997357,58
Austria,AUT,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.38880026,59
"Antigua and Barbuda",ATG,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.38816333,60
Malta,MLT,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.38741750,61
Dominica,DMA,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.38432361,62
Colombia,COL,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.38173867,63
Nicaragua,NIC,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.38000300,64
Indonesia,IDN,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.37906411,65
Belize,BLZ,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.37799826,66
"Small states",SST,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.37675814,67
Hungary,HUN,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.37577971,68
Mexico,MEX,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.37517139,69
Albania,ALB,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2016,0.37469893,70
Armenia,ARM,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2016,0.37382093,71
"Pacific island small states",PSS,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.37253900,72
Cambodia,KHM,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.37036218,73
Estonia,EST,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.36995542,74
Maldives,MDV,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.36929522,75
"Egypt, Arab Rep.",EGY,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.36887766,76
Turkiye,TUR,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.36879480,77
Romania,ROU,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.36811080,78
Guyana,GUY,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.36771049,79
Guatemala,GTM,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.36699732,80
Mozambique,MOZ,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.36286341,81
Nepal,NPL,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.36251288,82
"Dominican Republic",DOM,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.36185174,83
"Brunei Darussalam",BRN,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.36180511,84
Belgium,BEL,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.35812148,85
Croatia,HRV,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.35806173,86
Jamaica,JAM,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.35758803,87
Moldova,MDA,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.35665634,88
Bolivia,BOL,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2016,0.35584826,89
Tunisia,TUN,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.35539610,90
Brazil,BRA,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.35248484,91
Uruguay,URY,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.35185247,92
"Slovak Republic",SVK,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.35104673,93
Algeria,DZA,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2016,0.35093877,94
"Europe & Central Asia (excluding high income)",ECA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.35050305,95
Poland,POL,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.35033191,96
Rwanda,RWA,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.35029495,97
"El Salvador",SLV,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.34971642,98
Uzbekistan,UZB,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.34640821,99
"Trinidad and Tobago",TTO,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Weak Economy",2016,0.34597680,100
Philippines,PHL,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.34295429,101
Lesotho,LSO,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.34158510,102
Latvia,LVA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.34049688,103
"Central Europe and the Baltics",CEB,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.34048102,104
Slovenia,SVN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.33994803,105
Angola,AGO,"Interest Rate: Normal Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2016,0.33979418,106
Seychelles,SYC,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2016,0.33941731,107
"West Bank and Gaza",PSE,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.33855961,108
